"","n","s","b_(Intercept)","b_condition_c","b_trial0_c","b_size0_c","b_condition_c:trial0_c","b_condition_c:size0_c","b_trial0_c:size0_c","b_condition_c:trial0_c:size0_c","t_id.(Intercept)","t_id.trial0_c","t_id.trial0_c.(Intercept)","p_(Intercept)","p_condition_c","p_trial0_c","p_size0_c","p_condition_c:trial0_c","p_condition_c:size0_c","p_trial0_c:size0_c","p_condition_c:trial0_c:size0_c"
"1",50,1,-1.8939239369361,0.575539678432482,-0.222846626324252,20.9886379308141,-0.925460234909578,-2.07653462506854,0.503640119231668,5.06265992364947,1.5971962328129,2.91543668083663,0.375165529818011,4.6494175676088e-25,0.116162825087928,0.37347476763362,0,0.0646013137193698,0.0022244310690442,0.340472205000426,1.65941341758329e-06
"2",50,2,-2.10277511342935,0.0308961871114449,-0.772539813928713,21.2360332029198,0.654487930330863,-1.12427491890775,1.74100434677631,3.80637428078778,1.20726849769457,2.46630912851092,-0.240830565842305,5.3721690228053e-39,0.923547463884439,0.000913299777524224,0,0.160133556732008,0.10586586646615,0.00137876012520755,0.000470400807116732
"3",50,3,-1.87282649294365,0.0624669503721531,-0.550667501813014,21.4115707208991,-0.554458074826259,-0.247097327723711,1.95823157553555,6.00430866906882,1.52169170420589,1.63010723717658,-0.207489910821976,1.16202120632202e-25,0.861360198634034,0.00423008497999032,0,0.149844179414494,0.723201220207536,0.000452829013667579,7.57846119663999e-08
"4",50,4,-1.74190258400196,0.134478535522515,-0.410844964996489,20.4721103026279,-0.369099254591885,0.00262186887275993,2.28356036226331,2.77787586289686,1.10936859469494,2.74217803411495,-0.049484525369671,7.50295543139162e-30,0.661326343897537,0.0901244507934159,0,0.446495839063525,0.996778637861444,7.91815135294124e-06,0.00658341615399991
"5",50,5,-1.91211173735403,0.00895824449875022,-0.609666189534035,21.0691554201373,-0.959685078748037,-0.457485929052436,2.69769545551814,3.57243528085447,1.88812720514153,2.00353837769717,-0.0431472894134364,5.44452484784704e-22,0.981984847913641,0.00388673200384422,0,0.0230622311597415,0.503410614611189,7.864522636668e-07,0.00107529400157336
"6",50,6,-2.03572662434957,0.317377881898575,-0.448630764823509,20.7802347015929,-1.33529831502977,-0.807680254210915,1.40332402337768,4.29148927612158,1.28776918571061,1.88163049887644,0.0607570699629708,1.12321212039746e-34,0.338338373755677,0.0296217572840177,0,0.00120799435429035,0.230566166005324,0.00961121842756525,7.51137551125522e-05
"7",50,7,-1.62641414701727,0.601553735101207,-0.722747305443259,20.9047450019077,0.402553010598787,-0.789418684824014,2.28549432017132,2.73166813078551,1.21581276849218,3.28656120233918,0.0974728264161658,3.66984329740221e-24,0.0607622671300213,0.00618344268680397,0,0.445779422769471,0.23275440822164,5.96255747680213e-06,0.00681388402324646
"8",50,8,-1.78655083993726,-0.100131196101498,-0.505681847282479,21.0272209197471,-0.794436977622889,-1.21008772337151,0.533418662795961,3.95475873569974,1.04853939822289,1.532516407691,0.295856492352739,7.89021795874358e-33,0.738056833774097,0.00679578879849996,0,0.0334921786766512,0.078623349459485,0.346772112773751,0.000487022864508573
"9",50,9,-1.78975849159999,-0.253277322599102,-0.836744791191674,20.8318305344565,-1.09814217410016,-0.0803282708828903,2.48440462640333,4.30692989483211,1.37078788943639,2.58321451804377,0.388878528888618,6.15070770284181e-26,0.456140157122699,0.000395627035658803,0,0.0200771807769251,0.90612103084209,3.78668293381794e-06,6.15009779092532e-05
"10",50,10,-2.08812334138586,0.0400612850305281,-0.375398510324073,21.175730931234,-0.243281085535821,-0.464724476307402,1.93307409758222,4.63340932826235,1.49687882281062,2.39387251660183,-0.226869394032259,8.70521101955759e-32,0.910392116732643,0.102350075746687,0,0.596580013298137,0.503171300936342,0.000423048162697869,2.39063738703892e-05
"11",50,11,-2.00544628434988,0.0458056209220496,-0.874044206101688,20.8694261221738,-0.696583179369553,-0.74021438111074,1.77767146499195,3.03325746165576,0.929095918374538,2.00535142128539,0.261898932234388,4.48798304993649e-45,0.872178729417241,3.71635022511422e-05,0,0.100275570299656,0.279921062801552,0.00120530362627866,0.0057414629659819
"12",50,12,-1.77622442789926,0.0232384165215829,-0.280290363091711,20.60830423885,-0.607224665592928,-0.549547564079285,1.43852234294555,3.93326070987062,1.15456258567043,1.83575638582335,0.0369721339101072,7.3200036770841e-30,0.940808494424467,0.165344639209435,0,0.132902890623804,0.405894190875283,0.00762012390473023,0.000264194644538896
"13",50,13,-1.74352027790345,0.069311753275708,-0.438589722696641,20.7425994330754,0.232240599781799,-0.425696887445043,0.844519868580661,4.35638724625334,1.4297850964543,1.5651371518176,-0.226604900481716,7.57848686906475e-24,0.841371069691512,0.0196336119829061,0,0.53673710575991,0.519494794272797,0.111830726543611,4.11386892865221e-05
"14",50,14,-1.69464634363772,0.969943159077624,-0.18464244310363,20.9818066253286,-0.201921250332216,-0.962080905836138,1.87382511856245,4.76454394154496,1.34652720345877,1.85590054239259,-0.11959769386497,8.95044172506173e-24,0.00401691819993344,0.364107840813701,0,0.619719697978266,0.144747534625638,0.0003966646247526,6.68544720900115e-06
"15",50,15,-1.69575388140712,0.0960023773800479,-0.782100784893276,20.6590942860881,-0.545327596027268,-0.342356462205678,1.95812893118653,4.0378096432109,1.60829215882094,2.24751428984169,-0.048779537914505,2.04387388748473e-20,0.79322841705285,0.000406845096177505,0,0.217718543685898,0.605703079921248,0.000211339462809873,0.000133420184678844
"16",50,16,-2.06461170212413,-0.409084983285442,-0.897131951249811,21.3681447832199,-0.507930072349206,-1.56856795587377,1.67165011845693,2.95125842523075,1.31140126672354,2.89675040952611,0.319231933641594,5.73422290133169e-35,0.221623646842523,0.000348617803565539,0,0.311360295066634,0.028595746548504,0.00282338552226274,0.00838511671166147
"17",50,17,-1.96540848249737,-0.128199415968069,-0.181875552019092,20.5913690265367,-0.831085373702996,-1.01824789129463,2.06447387518332,2.22129884901442,2.01521929777685,2.00545393231803,-0.242613014598682,7.60471087231722e-22,0.754081803646585,0.388962006561836,0,0.0490304224597013,0.127809069621596,0.000102609932537011,0.0366445624583198
"18",50,18,-1.93722637107131,0.0073790030372288,-0.804068608482466,21.5544727890839,-0.582100434000344,-1.00989727231494,2.31452814083758,5.04052258092564,1.73986030150226,1.87654830859065,0.269428854677382,3.39477124892708e-24,0.984580675381494,9.14179696755817e-05,0,0.156732858328413,0.158705515247894,6.18119052228881e-05,1.28967328561483e-05
"19",50,19,-2.24240329030952,-0.0692404406388819,-0.986351590005941,21.3833171002628,-0.581544134590428,-0.806644107629281,2.36861053550337,5.69043308413835,1.3665656015492,2.07668356422881,0.0949586560924011,3.21928957353221e-39,0.839701079372471,5.33621897853792e-06,0,0.179709929381235,0.261215867010979,2.26531495877596e-05,3.58909728748775e-07
"20",50,20,-2.41264907999125,-0.247025280571534,-0.497558135954209,21.2756210702912,-0.375120468151607,-1.20485029896996,2.09449994253623,3.27657213960782,1.36270309265456,2.87664492215708,-0.220234363298162,5.11985715775175e-45,0.471061909058392,0.0479384814084667,0,0.455910847753653,0.0944791069236121,0.000176212870068111,0.00334749491862784
"21",50,21,-1.79456848081469,-0.120215483979317,-0.4650783313847,21.1706519850935,-1.0414578685855,0.140469610039198,1.43986864065116,4.74729066921486,1.644353303557,1.56092443193179,0.0327766185031252,3.5782127051487e-22,0.745704484508805,0.0134513632495213,0,0.00565162888376718,0.837898508696126,0.00905597076462037,1.6886964986991e-05
"22",50,22,-2.10188857407283,-0.105324951162666,-0.496775316505376,20.8051783625937,-0.677436674975172,-0.582772025951037,2.36525453262822,3.4552526690567,1.31478517237947,2.84256701810664,0.290907637791409,3.39755827399801e-36,0.752951842398826,0.0453676613468624,0,0.172408218264534,0.392135350607349,8.82037256335276e-06,0.00116975027615503
"23",50,23,-2.06804292439846,-0.945105957707351,-0.901666463584691,21.0860855316942,-0.619329796152157,0.182428448136285,1.98663191764699,3.50563312761262,1.6286076195006,2.95632901606046,0.462047448756169,6.59619458377066e-29,0.0107886248655188,0.000366922824019792,0,0.221105487930545,0.797420564436677,0.000351958212334791,0.00161543768012813
"24",50,24,-1.74798950076133,-0.259986680968297,-0.628307301480595,20.9087374194963,-1.21167327514348,-0.329670027324969,1.52923102134478,5.81769567127559,1.39823710168505,2.91700621252651,0.225064645521581,1.99264272944226e-24,0.448145194695406,0.0118364250891243,0,0.0152256438722974,0.630172144790783,0.00402010321755332,4.45673083204188e-08
"25",50,25,-2.04248466006716,-0.304156220963662,-0.419533596001092,21.3879518809614,-0.774881552550424,-0.876156211803898,2.67156460486031,4.11676417378533,0.945648937837292,1.44875917556248,0.0646833769900425,5.51394252782397e-46,0.289171438840826,0.0224677537079566,0,0.035050632567542,0.221162172128867,4.38310090087751e-06,0.000402719699909444
"26",50,26,-1.80667453586928,0.224650678204703,-0.647427695935158,21.0779816332253,-1.2777856871114,1.05479854265674,2.35262468710676,5.04247977969031,1.53832375809664,2.66710178410325,-0.0783007568220668,8.71834062396759e-24,0.531870362080558,0.00699949987956034,0,0.0077835864881314,0.120464599419279,8.82568017482905e-06,1.91092340031925e-06
"27",50,27,-1.76289633392193,-0.100109741603169,-0.537845973305956,20.9509538003945,-0.340256555500107,0.466806954004807,1.6636817523649,3.5188493046048,1.23034610799811,1.55885727807897,-0.0762229751364738,7.87552931592431e-28,0.756202101071013,0.00417203903657635,0,0.364833592689925,0.489778366287097,0.00266365385722228,0.00148814610651284
"28",50,28,-1.84237837020863,-0.193896354386847,-0.673827828984675,20.9989673754335,-0.0706675169265837,0.26701816892572,2.95833128266005,4.22057963777859,1.99116969521834,1.15100089540666,0.645305702638,1.24608341568599e-19,0.63335423820467,4.57583316334368e-05,0,0.830741743162482,0.694403523167153,8.02902910472633e-08,0.000129131020549316
"29",50,29,-1.84971930604299,0.07262215420228,-0.72458996023539,21.1152764387012,-0.48106636044929,-1.19638425666104,2.68091112232461,4.72642573850828,1.34959306898586,2.18699448458035,-0.115781897672878,6.47328470602613e-28,0.829766210840983,0.000950233307643784,0,0.272609014412614,0.0837620627167441,9.01406429732592e-07,1.49156052432815e-05
