,mean,std,2.5q,25q,50q,75q,97.5q,mc err,p_err,geweke,P
z_subj.5f63d462fb4c4713b69d4bb7,0.522540958840538,0.009149390032946568,0.504711319633826,0.5163547779298414,0.5225729585788155,0.528838570909542,0.5399727516824563,0.00032230915776913793,0.03522739293095127,0.0624070478111444,0.0
z_subj.5f6a0643246cab038693c588,0.4725455460918553,0.012484747862141928,0.44897212218588234,0.46413934132117274,0.4723763477163252,0.4806253683943437,0.49771419476404016,0.0004277639651929949,0.03426292384246887,0.11909039912205345,0.0
z_subj.5f721a81ee2a860fe028a8a4,0.5057702943928326,0.009074933942281456,0.48801732455531244,0.4992820709959488,0.5056675182685237,0.5120960540393362,0.5236622354818447,0.00031304841241470743,0.0344959439270592,0.1415539370517336,0.0
z_subj.5f7e6f9c1212c514f9437e3a,0.4452511402102097,0.009543046776357901,0.4258020477719718,0.4391911401311006,0.4452714317437345,0.45159644663486476,0.4640802631148372,0.0003418817923108204,0.03582522440923206,0.0345023092814259,0.0
z_subj.5f9503492c2f0e3659637ac7,0.47942803784355054,0.010088489579662657,0.4594957974398322,0.47266828076271883,0.47942313391638125,0.48605907990834013,0.49940634489490404,0.00040921470201010595,0.04056253404226537,0.06802667608470599,0.0
z_subj.5f9ebe0aef3e674711654bab,0.4840423109100382,0.0127123897748273,0.45890578142685406,0.47552167124521866,0.4838535963603894,0.4927679074571691,0.509313214271707,0.00042877928536766565,0.03372924312128328,0.06851385246411493,0.0
z_subj.5fa4f94e535f3b1aa628e0ab,0.46512799222328327,0.009847969421180566,0.4456423392134734,0.4588958054641019,0.46524506886049277,0.4714716368592316,0.48463344150089394,0.0004079040172900774,0.0414201141214732,0.23775285902077584,0.0
z_subj.5faea90eb7d1ac09a9d3c3ee,0.5123488733161298,0.012485907780681238,0.48922289687856685,0.5035155907241551,0.5124313973004855,0.5208494746445647,0.5371906669110209,0.0004260403718051275,0.034121697780302086,-0.05732603713789635,0.0
z_subj.5fb079128b511d47995da086,0.46780294429997105,0.012674570180458741,0.44269610838902856,0.45909488550010996,0.4680362408415183,0.47626403804028944,0.49192775575645836,0.0004234170444789914,0.03340681683484641,0.15303670020323723,0.0
z_subj.5fdd19ac8f62103398cda735,0.4511061483337988,0.014566077686613752,0.4237578508875572,0.44136381995168944,0.45109711344608566,0.4609556640010532,0.4786253472770659,0.0005847813187808724,0.04014679389759725,0.0290590424548888,0.0
z_subj.5fe3a94670d1748971d135b1,0.4628210620134136,0.011554617499078079,0.44038364510162153,0.4552849445734971,0.4626674216031663,0.47051832134744465,0.48622020791735754,0.00032842969933662727,0.02842410831538405,0.04232959519114422,0.0
z_subj.5fe4394bc5f99b194c31318b,0.4810447400355489,0.012534948476512493,0.4566439069709108,0.47243922925442505,0.4810085793080809,0.4897333435184467,0.5052200789505932,0.00039603249702843983,0.031594266045090684,0.023523684545227304,0.0
z_subj.5fec060b5ce3ae867e64cfb3,0.43201735999058555,0.01393892448246413,0.4044352287382862,0.4226710899861085,0.4320632640689853,0.4410857192508168,0.45993924803540415,0.0006046871830692831,0.04338119370902756,-0.04256777228564359,0.0
z_subj.600b8be069d46b241b7951da,0.4652531215326213,0.010775996503201365,0.4443056613455149,0.4581715380017598,0.46500356193418657,0.47261884759889966,0.4869858830133697,0.0004318673577360342,0.040076790820016854,0.05476219774848095,0.0
z_subj.601636f7e8edb47a4e205797,0.4953789789428024,0.014964181362317088,0.4648028487824638,0.4856073503851119,0.49565644511916584,0.5051642339436834,0.525774724193437,0.0006678750067754824,0.044631576603136484,-0.11589495028708917,0.0
z_subj.60257a593444df0f0876bcbc,0.45907903506275727,0.009167281770038869,0.441454477380309,0.4528109226755378,0.45909764658405694,0.4654576001576405,0.4772574362907523,0.00034441548147787074,0.03757007694511068,0.10080334111908054,0.0
z_subj.602c5fd808e6c3528a8ba43b,0.4788937540502198,0.010498298643870207,0.4576814828521911,0.47209712386507613,0.47928037526473616,0.48580780302335486,0.49898825954514625,0.00045396480179409884,0.04324174965808977,0.05497878743926642,0.0
z_subj.604b682a8b6ed9694d8e48aa,0.45721969732038054,0.01578620531121519,0.4260936283079167,0.44684806613192496,0.45696906860046166,0.46805027810179833,0.4875781203025811,0.0008206881314365523,0.05198767628174078,0.016878468205857037,0.0
z_subj.60573290a0b07d401c4e61e0,0.5081960257194431,0.014052242104813815,0.48057143929495194,0.4985560933196118,0.5085078264571381,0.5177529467188838,0.5364054384901363,0.0005382512600176565,0.038303585719838266,0.20819355054164776,0.0
z_subj.6058bee6f83bac3e977d4c0b,0.5090984269087119,0.012234886013752257,0.48455696921123226,0.500971723313065,0.5091120205739479,0.5169200153365635,0.5338276274629364,0.0003584956657022752,0.029301103851668002,-0.034301886604669644,0.0
z_subj.605c8fd5ae4e6fc1d6b75a34,0.4733678404960939,0.009168972405496238,0.45580017313712134,0.4668475539801442,0.47342498438282204,0.4795835005485474,0.4916603807443553,0.0003023610316292552,0.032976545054057345,0.11003434100476837,0.0
z_subj.606a4d49b88576f14fee35c1,0.47662155419604424,0.008850439904049495,0.45920068796127433,0.470683444955514,0.4764452747043763,0.48276789457344355,0.4937771666005197,0.0003190341008516228,0.036047259154389555,-0.012887276658623353,0.0
z_subj.606b197a43dfda2edcd80803,0.4345977729009594,0.010418880590108539,0.4146347635312502,0.4271016901147839,0.43456388297758464,0.4417812361198411,0.4552506253698711,0.00041161023101587345,0.03950618566515172,0.009496715717887155,0.0
z_subj.607133ee1606ccde58cd79c2,0.46611574360453767,0.010173836298915247,0.4463485732164493,0.45930123386031646,0.4662448856085591,0.47279208433236347,0.4869019454855577,0.00044070639700233576,0.04331762218833073,-0.1356564678029099,0.0
z_subj.6077a808b8d8534a901e5d78,0.48616038388039984,0.009675460905449044,0.46636151489432737,0.4798631014714574,0.48641172041388614,0.49250386774280114,0.5048899439302054,0.00035075449897108824,0.03625196798361819,-0.06459930664685888,0.0
z_subj.6087925d2423f00d24bc8591,0.4897995071279955,0.009646344181206686,0.4708866492669194,0.4829736809522139,0.4898817799144142,0.49637714668774324,0.5080509310830283,0.00034959484176139236,0.036241174396667714,0.12499897115254865,0.0
z_subj.608f39d2c76e436967135846,0.5009065879298499,0.013300064740477336,0.4759235651185089,0.49169707301727,0.5004101387797543,0.5100481518029614,0.5272234716956417,0.00048265931310884964,0.03628999726895518,0.04985663288866359,0.0
z_subj.60a412ca8fb78d5205ee4c24,0.48017612915641833,0.009242575920923828,0.46283090126388476,0.47368622264715354,0.48023699788958374,0.4865057099777501,0.49829121280883554,0.0003113954509365359,0.03369141390892798,-0.19921023913044208,0.0
z_subj.60a9ad71e8fe182d9a4b16f3,0.48444353762543474,0.012791695474589249,0.4600942024811431,0.47556327519230246,0.4845320034049988,0.4929131407549908,0.5099183529894402,0.0005135402721741884,0.040146380375794447,-0.07285544997137432,0.0
z_subj.60d4edd50a63d7874c704979,0.502708277486821,0.008930338857855971,0.4849114246716141,0.49666644421169426,0.5026459972603325,0.5086029430902503,0.5204357589320655,0.00025797590454818096,0.02888758295226848,-0.0765377964796527,0.0
z_subj.60d51cbc3af512a9a9fbdd66,0.4864332158481103,0.01243610378822286,0.4617770176446666,0.4777667465771087,0.4865066500175123,0.49489257284971166,0.5102996611715424,0.0004009973467051987,0.03224461242314076,0.15022341052680302,0.0
z_subj.60d52dfc658f196e24a13586,0.51397210164777,0.009471492570917384,0.49493193592205365,0.5075634268991204,0.5140849626115651,0.5202889323183335,0.5324942766082492,0.0003460094895510171,0.0365316751251491,-0.020237588130503147,0.0
z_subj.60df57a425fb6b4ddf63a3ed,0.4679038444369911,0.00904583005105461,0.4503889958765873,0.46174272015509477,0.46797820447323973,0.47396241608234135,0.4854604322798888,0.0003258645663319395,0.03602373297892641,-0.1321515812017672,0.0
z_subj.60e36c953b4fa11358e5db87,0.49100498353672595,0.009472532846729402,0.47326701268283355,0.48422661530339456,0.49135616408094174,0.49719434781776894,0.5093860970542124,0.00037791267702022606,0.039895631203929645,-0.014282566500288125,0.0
z_subj.60e4912a3f3c430eadd9a4c1,0.5366203677204519,0.010127165558137183,0.5163346498853628,0.5299875441320071,0.5365697804211692,0.543576337276443,0.5559008100431531,0.0004262436764559174,0.04208913876335619,0.11095238598379986,0.0
z_subj.60edf5baeda27703883525c6,0.38152147413466414,0.014344191307836863,0.3531103824203488,0.3717147255908138,0.3817959782102704,0.3915313601393195,0.4082951654414353,0.000723861892273212,0.05046376451196202,-0.1094168923628772,0.0
z_subj.60fcb5af5bb1bfac226a48e9,0.48476311419759055,0.012740294569351648,0.46103041162162384,0.4761009739809273,0.4841867986161805,0.49279129794844867,0.5113830137145856,0.0004481015741175789,0.03517199478225116,0.12760295793446508,0.0
z_subj.60fcf81f3e4275f9c9c86e7f,0.41076437812127536,0.01688462173836853,0.37861491358634536,0.3993302500795093,0.410568933106951,0.4219445072513658,0.4443382345612293,0.000808271228810439,0.04787025977453362,0.33942504041888727,0.0
z_subj.60fd728292c59e4087d50874,0.4979626106404112,0.01318469322723252,0.470961046346449,0.4892339856509767,0.4981172276504644,0.5066702763792212,0.5232047107137135,0.00042499153754350596,0.03223370693720055,-0.03886643533134769,0.0
z_subj.60fda0fbed68b10930a7085f,0.4775302296345254,0.01058675136265368,0.4573957363783952,0.47055505797150077,0.47752839366427186,0.4845764581839646,0.49868503457685626,0.0004842777383785175,0.04574375290298007,0.01868379833645973,0.0
z_subj.60fdcc89f9f0053fa7624d05,0.5195540609573134,0.009939599312534155,0.5001023887558977,0.5129536608479639,0.519521026983909,0.5262795393791209,0.5390687150626984,0.0003517668765867483,0.035390448399983176,-0.022711638127522686,0.0
z_subj.60fe2662a32556ef24e8fa9e,0.4507612980016852,0.010368324380708765,0.4305151259568576,0.4439680449836101,0.45047951862999036,0.4578501179628798,0.47158548581034837,0.00041069038254905245,0.0396101016392948,0.1609062072298058,0.0
z_subj.60febf9b481b65a36fd8a083,0.5229172261276931,0.01234892767154972,0.49845532448872965,0.5146194689632009,0.5231700201564212,0.5310877768274005,0.5474235905165201,0.00044489062065018,0.036026660167032036,0.12357917097841843,0.0
z_subj.60ff445619f75b6b839674d8,0.5082595328284092,0.013371337459250966,0.48163951853884585,0.4992160868558134,0.5083234931316424,0.5173043653167783,0.5347529657609856,0.0005027501468069814,0.03759909196362055,-0.006604188325098042,0.0
z_subj.60ff571f07381bffe64d5996,0.4756521502104802,0.00898313865444964,0.4580653610969246,0.4694673581652031,0.4757090474102607,0.4817516286207145,0.4932528044594978,0.00033582373310628863,0.037383786004454495,0.03938210927841795,0.0
z_subj.60ffa92c1888476d53b086f1,0.4789636795066134,0.009508574493218624,0.460523934842895,0.47295794715589795,0.4787017960171201,0.4851790030407657,0.4977814842664634,0.00031582138676131957,0.033214377926634404,0.030312690276045193,0.0
z_subj.6101aba00349be1f4f0acc22,0.3983746949628136,0.014819517391213961,0.3699021911287029,0.38850104353595716,0.39848445283210054,0.4083325137837869,0.4280787194349462,0.0007356935767543417,0.04964355837866299,0.12337749685088986,0.0
z_subj.6103597aec377370bfbcbf7c,0.49993148998689013,0.009827924347427238,0.48125487228757086,0.49314532104348546,0.4997225881597282,0.5066302509438594,0.5197944291727673,0.00035815326070923545,0.03644241124047654,0.12082268574092996,0.0
z_subj.6103644f849ab81a0fce020b,0.4671946515930764,0.012193898023017064,0.444266070337315,0.4587492417790174,0.4667357085781157,0.4758833502513308,0.49089421666023814,0.0005683962516549369,0.046613170832004544,0.04667409336066149,0.0
z_subj.61036b968e883dc6b02687e4,0.45720111640470407,0.009554109083095343,0.4388043893599032,0.45044850947614606,0.457259252188965,0.463683391482777,0.4757180823367768,0.0003006889819716973,0.03147221570912607,-8.246858518290585e-05,0.0
z_subj.61088b33b3e21905ac97138f,0.4836776690088875,0.012173786331465037,0.4594825566881786,0.47562928145347994,0.483265689119232,0.49193671101272907,0.5077794391670072,0.0004417573380949359,0.03628758761381787,0.09476093112837246,0.0
z_subj.6109713cffc7c2bac999081d,0.4844024999118081,0.012458530987492224,0.46038273380726913,0.4758092988326564,0.4844153667968627,0.4920320297459886,0.509971963508816,0.0004299345280917563,0.034509247400306683,0.0470071412506269,0.0
z_subj.6109cc4545b80cf37bb20615,0.4488774593628538,0.01236328113434701,0.4242369014289645,0.4403704353390096,0.44857208059012466,0.45724861066547656,0.47306425205325076,0.00046083760446883877,0.03727470074174438,0.10912174630746775,0.0
z_subj.610b6fddbfad670dcb443bd1,0.5056819576195227,0.017665868582998224,0.4706974838310684,0.49318878283806666,0.5061794831203016,0.5175839844836558,0.5398387323909591,0.0009160857506826237,0.05185625299874992,0.09522730696382163,0.0
z_subj.611688156f6d22853511ffb3,0.46560424894568436,0.009282419931449135,0.44720351274619735,0.45922940664537937,0.4656337769619575,0.47185843496461793,0.48268188303435355,0.00038237070191635245,0.04119299759547274,-0.017810317609280722,0.0
z_subj.6116f05c6596a7f9f6ee482f,0.475768616232995,0.012699924017841506,0.4508112506588467,0.4672038015755562,0.47553592311816745,0.4843163520225914,0.5007618698881524,0.00041152579719136727,0.03240379994504177,0.025353243936202308,0.0
z_subj.6118bc3697553df24b86ad7d,0.5213927308264115,0.02995523338268442,0.4645236614307039,0.5005095119860096,0.5212225571098771,0.5425542819623228,0.5797871606005284,0.0008757633744905258,0.029235738653825998,-0.0070633377776790456,0.0
z_subj.6119d9f5a882080ef1c9e9e6,0.46483101981933583,0.01112015363518218,0.44346707123371404,0.45750965571073215,0.46469098149726173,0.47223722135481233,0.4871425524911277,0.00046898720257397233,0.042174525457110645,0.004774034043320464,0.0
z_subj.611a7beda293d42edc291207,0.506043720763118,0.01081515700113461,0.4856220921808592,0.49863149553249636,0.5056632237813771,0.5134190550347263,0.5268975451873367,0.0004495363457334963,0.041565401749261315,0.07802816366953526,0.0
z_subj.611d2052a2e24732a40fe5c6,0.47558743364711975,0.009812903453340266,0.4567157426036013,0.4687377525677251,0.4756513482621825,0.48246663091190867,0.4949735579921651,0.00038713573855530994,0.039451701567850515,0.21145437668344733,0.0
z_subj.612719be50c35ba08003c145,0.5276894053629783,0.018827572222743123,0.4925445009977083,0.5145468566424355,0.527531669049491,0.540938665205639,0.5645183925519104,0.0011272837320326628,0.059874088846725494,-0.15717220502781054,0.0
z_subj.612b6a865e55499092697324,0.51595800491066,0.014500837564521495,0.4890790844208684,0.5057167472895008,0.5156145709527925,0.5253006362394742,0.5454551121537311,0.0005716486925317889,0.039421770638298465,0.048546376242449236,0.0
z_subj.61318c2656a34e6ec91c9153,0.4771305473646574,0.009323350225831199,0.4589228401755708,0.470923617923439,0.477125161019171,0.483568180083256,0.4951890437675187,0.0003770896963033855,0.040445728967536135,-0.02814560520143065,0.0
z_subj.6136c5e4335336ffe76b6240,0.4980778623873389,0.013115159669424984,0.47283253982055307,0.4891899478897,0.4977840336835751,0.5070033717906302,0.523540987043104,0.0004613529359128039,0.035177073519611315,0.04990083379763088,0.0
z_subj.61380e91fdd449e05017e8ac,0.4824550401391819,0.01027092612548758,0.4618924080439746,0.47593090179411146,0.482441086947615,0.48945788959866204,0.5019032924856328,0.00038573563987354044,0.037556071882975293,-0.04940751736002059,0.0
